Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Artificial Intelligence,The University of Lancashire,England,United Kingdom,"2,871,383 BDT / year",1 year,4.1,62,5%,https://www.mastersportal.com/studies/476209/artificial-intelligence.html?ref=search_card
Computer Science,Northumbria University,England,United Kingdom,"3,360,641 BDT / year",1 year,4.2,181,3%,https://www.mastersportal.com/studies/472233/computer-science.html?ref=search_card
Computer Science,Algoma University,N/A,Multiple locations,"2,086,227 BDT / year",2 years,4.1,29,,https://www.mastersportal.com/studies/477009/computer-science.html?ref=search_card
Internet of Things with AI,University of Bristol,England,United Kingdom,"5,919,219 BDT / year",1 year,4.3,99,0.50%,https://www.mastersportal.com/studies/467974/internet-of-things-with-ai.html?ref=search_card
Networking and Data Communications with Management Studies,Kingston University,England,United Kingdom,"3,208,249 BDT / year",1 year,4.1,136,5%,https://www.mastersportal.com/studies/132646/networking-and-data-communications-with-management-studies.html?ref=search_card
Data Science,University of Surrey,England,United Kingdom,"3,994,270 BDT / year",1 year,4.4,70,2%,https://www.mastersportal.com/studies/272639/data-science.html?ref=search_card
Data Analytics,"University of Nevada, Las Vegas",Nevada,United States,"3,424,632 BDT / year",1 year,4.1,21,4%,https://www.mastersportal.com/studies/339412/data-analytics.html?ref=search_card
Crime Intelligence and Data Analytics,Teesside University,England,United Kingdom,"2,727,011 BDT / year",1 year,4.3,83,7%,https://www.mastersportal.com/studies/271162/crime-intelligence-and-data-analytics.html?ref=search_card
Human-Centered Design and Engineering,University of Michigan - Dearborn,Michigan,United States,"3,782,400 BDT / year",1 year,4.6,10,,https://www.mastersportal.com/studies/302451/human-centered-design-and-engineering.html?ref=search_card
Robotics and Autonomous Systems,University of Bath,England,United Kingdom,"4,459,466 BDT / year",1 year,4.4,60,2%,https://www.mastersportal.com/studies/277999/robotics-and-autonomous-systems.html?ref=search_card
Financial Data Analytics,University of Sussex,England,United Kingdom,"3,621,311 BDT / year",1 year,4.2,82,1%,https://www.mastersportal.com/studies/372644/financial-data-analytics.html?ref=search_card
Data Science,Leeds Beckett University,England,United Kingdom,"2,871,383 BDT / year",1 year,4,66,6%,https://www.mastersportal.com/studies/260578/data-science.html?ref=search_card
Management (Digitalisation and Big Data),University of Bristol,England,United Kingdom,"5,437,982 BDT / year",1 year,4.3,99,0.50%,https://www.mastersportal.com/studies/304397/management.html?ref=search_card
Computing,Teesside University,England,United Kingdom,"2,727,011 BDT / year",1 year,4.3,83,7%,https://www.mastersportal.com/studies/10961/computing.html?ref=search_card
Cybersecurity Operations - San Antonio,Webster University,Texas,United States,"2,266,516 BDT / year",1½ year,4,13,,https://www.mastersportal.com/studies/484746/cybersecurity-operations-san-antonio.html?ref=search_card
Computer Science - Software Development,Marist University,New York,United States,"2,778,309 BDT / year",1 year,1,1,,https://www.mastersportal.com/studies/183358/computer-science-software-development.html?ref=search_card
Data Science and Business Analytics,University of Plymouth,England,United Kingdom,"3,272,414 BDT / year",1 year,4.3,104,3%,https://www.mastersportal.com/studies/273074/data-science-and-business-analytics.html?ref=search_card
Health Research,University of York,England,United Kingdom,"4,154,682 BDT / year",1 year,4.3,136,1%,https://www.mastersportal.com/studies/323057/health-research.html?ref=search_card
Cyber Security Technology,Northumbria University,England,United Kingdom,"3,360,641 BDT / year",1 year,4.2,181,3%,https://www.mastersportal.com/studies/352638/cyber-security-technology.html?ref=search_card
Computing and Technology,Northumbria University,N/A,Multiple locations,"3,360,641 BDT / year",1 year,4.2,181,3%,https://www.mastersportal.com/studies/352405/computing-and-technology.html?ref=search_card
Advanced Computer Science,University of Hull,England,United Kingdom,"2,406,187 BDT / year",1 year,4.2,93,3%,https://www.mastersportal.com/studies/245794/advanced-computer-science.html?ref=search_card
Data Science and Artificial Intelligence,Kaunas University of Technology,Kaunas,Lithuania,"780,574 BDT / year",1½ year,4.3,187,6%,https://www.mastersportal.com/studies/457549/data-science-and-artificial-intelligence.html?ref=search_card
Advanced Artificial Intelligence,University College Dublin,Dublin,Ireland,"4,307,390 BDT / year",1 year,4.3,184,1%,https://www.mastersportal.com/studies/478063/advanced-artificial-intelligence.html?ref=search_card
Health Data Science,University of Birmingham,England,United Kingdom,"5,215,008 BDT / year",1 year,4.2,69,0.50%,https://www.mastersportal.com/studies/309704/health-data-science.html?ref=search_card
International Business and Artificial Intelligence for Business,University of Dundee,Scotland,United Kingdom,"3,689,486 BDT / year",1 year,4.1,67,2%,https://www.mastersportal.com/studies/476411/international-business-and-artificial-intelligence-for-business.html?ref=search_card
Data Science,University of Glasgow,Scotland,United Kingdom,"5,365,796 BDT / year",1 year,4.3,122,0.50%,https://www.mastersportal.com/studies/63252/data-science.html?ref=search_card
Computer Science,Northumbria University,England,United Kingdom,"3,360,641 BDT / year","1 year, 4 months",4.2,181,3%,https://www.mastersportal.com/studies/352392/computer-science.html?ref=search_card
Immersive Technologies (Virtual and Augmented Reality),University of Bristol,England,United Kingdom,"5,646,518 BDT / year",1 year,4.3,99,0.50%,https://www.mastersportal.com/studies/432909/immersive-technologies.html?ref=search_card
Creative Technologies,University of Portsmouth,England,United Kingdom,"2,871,383 BDT / year",1 year,4,113,3%,https://www.mastersportal.com/studies/160859/creative-technologies.html?ref=search_card
Human-Centered Computing,"University of Maryland, Baltimore County (UMBC)",Maryland,United States,"3,270,363 BDT / year",2 years,4.2,9,4%,https://www.mastersportal.com/studies/131651/human-centered-computing.html?ref=search_card
Software Development,University of Glasgow,Scotland,United Kingdom,"5,365,796 BDT / year",1 year,4.3,122,0.50%,https://www.mastersportal.com/studies/25681/software-development.html?ref=search_card
Artificial Intelligence for Media,Bournemouth University,England,United Kingdom,"3,007,733 BDT / year",1 year,4.1,75,4%,https://www.mastersportal.com/studies/332790/artificial-intelligence-for-media.html?ref=search_card
Data Science,IMT Atlantique - Graduate Engineering School,Brest,France,"916,166 BDT / year",2 years,3.9,30,5%,https://www.mastersportal.com/studies/233075/data-science.html?ref=search_card
Geomatics and Management,University of Glasgow,Scotland,United Kingdom,"5,101,116 BDT / year",1 year,4.3,122,0.50%,https://www.mastersportal.com/studies/25118/geomatics-and-management.html?ref=search_card
Game Science and Design,Northeastern University,N/A,Multiple locations,"4,265,314 BDT / year",2 years,4.4,79,2%,https://www.mastersportal.com/studies/331844/game-science-and-design.html?ref=search_card
Metaverse,University of Nicosia,Nicosia,Cyprus,,1½ year,4.1,166,6%,https://www.mastersportal.com/studies/467632/metaverse.html?ref=search_card
Microelectronics - Systems and Devices,Newcastle University,England,United Kingdom,"4,820,394 BDT / year",1 year,4.3,90,1%,https://www.mastersportal.com/studies/7175/microelectronics-systems-and-devices.html?ref=search_card
Business Analytics and Management,University of East Anglia,England,United Kingdom,"3,898,022 BDT / year",1 year,4.4,39,2%,https://www.mastersportal.com/studies/326974/business-analytics-and-management.html?ref=search_card
Applied Cyber Security,Queen's University Belfast,N Ireland,United Kingdom,"4,138,641 BDT / year",1 year,4.3,88,2%,https://www.mastersportal.com/studies/150192/applied-cyber-security.html?ref=search_card
Computer Science,The University of Edinburgh,Scotland,United Kingdom,"7,284,329 BDT / year",1 year,4.1,150,0.50%,https://www.mastersportal.com/studies/914/computer-science.html?ref=search_card
Modeling of Neuronal and Cognitive Systems,Université Côte d'Azur,Sophia Antipolis,France,"704,743 BDT / year",2 years,4.2,23,3%,https://www.mastersportal.com/studies/232258/modeling-of-neuronal-and-cognitive-systems.html?ref=search_card
Cyber Security and Digital Forensics,Leeds Beckett University,England,United Kingdom,"2,871,383 BDT / year",1 year,4,66,6%,https://www.mastersportal.com/studies/344524/cyber-security-and-digital-forensics.html?ref=search_card
Computer Engineering,"University of Maryland, Baltimore County (UMBC)",Maryland,United States,"3,270,363 BDT / year",2 years,4.2,9,4%,https://www.mastersportal.com/studies/67480/computer-engineering.html?ref=search_card
Artificial Intelligence for the Creative Industries,University of York,England,United Kingdom,"5,117,157 BDT / year",1 year,4.3,136,1%,https://www.mastersportal.com/studies/373480/artificial-intelligence-for-the-creative-industries.html?ref=search_card
"Logistics, Data Analytics and Supply Chain Management",University of Bradford,England,United Kingdom,"3,447,263 BDT / year",1 year,4.4,54,4%,https://www.mastersportal.com/studies/254497/logistics-data-analytics-and-supply-chain-management.html?ref=search_card
Cyber Security Analytics,The University of Exeter,England,United Kingdom,"4,732,167 BDT / year",1 year,4.3,119,1%,https://www.mastersportal.com/studies/305457/cyber-security-analytics.html?ref=search_card
Business Analytics,Algoma University,Sault Ste. Marie,Canada,"2,630,678 BDT / year","1 year, 4 months",4.1,29,,https://www.mastersportal.com/studies/477008/business-analytics.html?ref=search_card
Applied Health Research,University of Birmingham,England,United Kingdom,"4,701,689 BDT / year",1 year,4.2,69,0.50%,https://www.mastersportal.com/studies/391794/applied-health-research.html?ref=search_card
Digital Marketing and Analytics,TBS Education,Barcelona,Spain,"2,607,550 BDT / year",1 year,4.3,28,8%,https://www.mastersportal.com/studies/444424/digital-marketing-and-analytics.html?ref=search_card
Data Science and Artificial Intelligence,University College Cork,Cork,Ireland,"3,664,665 BDT / year",1 year,4.3,173,2%,https://www.mastersportal.com/studies/459537/data-science-and-artificial-intelligence.html?ref=search_card
Data Analytics,London Metropolitan University,England,United Kingdom,"3,208,249 BDT / year",1 year,4.2,136,7%,https://www.mastersportal.com/studies/272448/data-analytics.html?ref=search_card
Data Science (Information Studies),University of Amsterdam,Amsterdam,Netherlands,"4,834,538 BDT / year",1 year,4.2,125,0.50%,https://www.mastersportal.com/studies/191033/data-science.html?ref=search_card
Data Analytics in Accounting and Finance,European University Cyprus (EUC),Nicosia,Cyprus,"837,235 BDT / year",1½ year,4,60,9%,https://www.mastersportal.com/studies/475071/data-analytics-in-accounting-and-finance.html?ref=search_card
AI in Business,Queen's University Belfast,N Ireland,United Kingdom,"4,138,641 BDT / year",1 year,4.3,88,2%,https://www.mastersportal.com/studies/478461/ai-in-business.html?ref=search_card
Advanced Computer Science,Northumbria University,England,United Kingdom,"3,360,641 BDT / year","1 year, 4 months",4.2,181,3%,https://www.mastersportal.com/studies/352367/advanced-computer-science.html?ref=search_card
Project Management and Data Science,HTW Berlin,Berlin,Germany,"1,240,348 BDT / year",2 years,4.1,47,,https://www.mastersportal.com/studies/187639/project-management-and-data-science.html?ref=search_card
Automation and Control,Edinburgh Napier University,Scotland,United Kingdom,"3,437,639 BDT / year",1 year,4.4,81,4%,https://www.mastersportal.com/studies/36623/automation-and-control.html?ref=search_card
Artificial Intelligence,UWE Bristol (University of the West of England),England,United Kingdom,"2,887,424 BDT / year",1 year,4.4,110,4%,https://www.mastersportal.com/studies/430287/artificial-intelligence.html?ref=search_card
International Marketing and Artificial Intelligence for Business,University of Dundee,Scotland,United Kingdom,"3,689,486 BDT / year",1 year,4.1,67,2%,https://www.mastersportal.com/studies/476412/international-marketing-and-artificial-intelligence-for-business.html?ref=search_card
Artificial Intelligence for Healthcare,University of Hull,England,United Kingdom,"2,406,187 BDT / year",1 year,4.2,93,3%,https://www.mastersportal.com/studies/467078/artificial-intelligence-for-healthcare.html?ref=search_card
Accounting and Performance Analytics,University College Cork,Cork,Ireland,"2,776,688 BDT / year",1 year,4.3,173,2%,https://www.mastersportal.com/studies/4074/accounting-and-performance-analytics.html?ref=search_card
Data Science,University of Memphis,Tennessee,United States,"4,624,423 BDT / year",1 year,4.4,17,6%,https://www.mastersportal.com/studies/365837/data-science.html?ref=search_card
Data Science (Part-time),Ulster University,Derry,Ireland,"3,808,993 BDT / year",3 years,4.2,57,3%,https://www.mastersportal.com/studies/259532/data-science.html?ref=search_card
